"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2001M07","Sherry - take home (75cl bottle)","IEP","8.611"
"National Average Price","2001M07","Stout - draught bar (1 pint)","IEP","2.37"
"National Average Price","2001M07","Lager - draught lounge (1/2 pint)","IEP","1.54"
"National Average Price","2001M07","Lager - draught lounge (1 pint)","IEP","2.619"
"National Average Price","2001M07","Lager - bottled bar (330ml bottle)","IEP","2.627"
"National Average Price","2001M07","Ale - draught bar (1/2 pint)","IEP","1.442"
"National Average Price","2001M07","Ale - draught bar (1 pint)","IEP","2.406"
"National Average Price","2001M07","Cider - bar (330ml bottle)","IEP","2.725"
"National Average Price","2001M07","Plain cigarettes, standard size per 20 pk.","IEP","3.868"
"National Average Price","2001M07","Filtered cigarettes, standard size per 20 pk.","IEP","3.848"
"National Average Price","2001M07","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M07","Petrol - unleaded per ltr.","IEP","0.703"
"National Average Price","2001M07","Liquid petroleum gas per ltr.","IEP","0.507"
"National Average Price","2001M07","Diesel per ltr.","IEP","0.602"
"National Average Price","2001M08","Round steak per kg.","IEP","6.94"
"National Average Price","2001M08","Sirloin steak per kg.","IEP","9.869"
"National Average Price","2001M08","Rib steak per kg.","IEP","4.424"
"National Average Price","2001M08","Leg beef (boneless) per kg.","IEP","4.771"
"National Average Price","2001M08","Brisket pot roast per kg.","IEP","4.478"
"National Average Price","2001M08","Lamb whole leg per kg.","IEP","8.213"
"National Average Price","2001M08","Lamb loin chops per kg.","IEP","12.624"
"National Average Price","2001M08","Lamb gigot chops per kg.","IEP","7.913"
"National Average Price","2001M08","Lamb - neck per kg.","IEP",""
"National Average Price","2001M08","Lambs liver per kg.","IEP","4.049"
"National Average Price","2001M08","Whole leg of pork per kg.","IEP","4.588"
"National Average Price","2001M08","Pork loin chops per kg.","IEP","6.89"
"National Average Price","2001M08","Shoulder roast of pork per kg.","IEP","3.871"
"National Average Price","2001M08","Pork steak per kg.","IEP","9.243"
"National Average Price","2001M08","Best back rashers per kg.","IEP","8.365"
"National Average Price","2001M08","Streaky rashers per kg.","IEP","6.045"
"National Average Price","2001M08","Ham fillet per kg.","IEP","6.89"
"National Average Price","2001M08","Cooked ham per kg.","IEP","10.7"
"National Average Price","2001M08","Pork sausages per kg.","IEP","3.564"
"National Average Price","2001M08","Black pudding per kg.","IEP","3.687"
"National Average Price","2001M08","Fillet of whiting per kg.","IEP","6.366"
"National Average Price","2001M08","Cod cutlets per kg.","IEP","9.918"
"National Average Price","2001M08","Fillet of plaice per kg.","IEP","11.439"
"National Average Price","2001M08","Smoked kippers per kg.","IEP","5.027"
"National Average Price","2001M08","Potatoes per 5lbs","IEP","2.319"
"National Average Price","2001M08","Potatoes 10 kg.","IEP","5.982"
"National Average Price","2001M08","Tomatoes per kg.","IEP","1.657"
"National Average Price","2001M08","Onions per kg.","IEP","1.016"
"National Average Price","2001M08","Broccoli per kg.","IEP","2.301"
"National Average Price","2001M08","Carrots per kg.","IEP","1.081"
"National Average Price","2001M08","Mushrooms per kg.","IEP","3.283"
"National Average Price","2001M08","Fresh pasteurised milk per litre","IEP","0.654"
"National Average Price","2001M08","Irish cheddar per kg.","IEP","6.97"
"National Average Price","2001M08","Butter per lb.","IEP","1.572"
"National Average Price","2001M08","Large (size 2) eggs per dozen","IEP","1.886"
"National Average Price","2001M08","Medium (size 3) eggs per dozen","IEP","1.582"
"National Average Price","2001M08","Bread white sliced, large (800g)","IEP","0.806"
"National Average Price","2001M08","Bread brown sliced, large (800g)","IEP","0.906"
"National Average Price","2001M08","Bread white sliced, small (400g)","IEP","0.62"
"National Average Price","2001M08","White, plain flour per 2 kgs.","IEP","0.993"
"National Average Price","2001M08","White, self-raising flour per 2 kgs.","IEP","1"
"National Average Price","2001M08","Brown, wholemeal flour per 2 kgs.","IEP","1.008"
"National Average Price","2001M08","White granulated sugar per kg.","IEP","0.888"
"National Average Price","2001M08","Jam per lb.","IEP","1.189"
"National Average Price","2001M08","Honey per lb.","IEP","1.981"
"National Average Price","2001M08","Marmalade per lb.","IEP","1.169"
"National Average Price","2001M08","Stout - take home (6 x 250ml)","IEP","4.774"
"National Average Price","2001M08","Lager - take home (4 x 330ml)","IEP","5.581"
"National Average Price","2001M08","Ale - take home (6 x 250ml)","IEP","5.096"
"National Average Price","2001M08","Cider - take home ( 500ml can)","IEP","1.42"
"National Average Price","2001M08","Whiskey - take home (70cl bottle)","IEP","14.571"
"National Average Price","2001M08","Brandy - take home (70cl bottle)","IEP","19.249"
"National Average Price","2001M08","Vodka - take home (70cl bottle)","IEP","12.803"
"National Average Price","2001M08","Sherry - take home (75cl bottle)","IEP","8.626"
"National Average Price","2001M08","Stout - draught bar (1 pint)","IEP","2.374"
"National Average Price","2001M08","Lager - draught lounge (1/2 pint)","IEP","1.543"
"National Average Price","2001M08","Lager - draught lounge (1 pint)","IEP","2.624"
"National Average Price","2001M08","Lager - bottled bar (330ml bottle)","IEP","2.634"
"National Average Price","2001M08","Ale - draught bar (1/2 pint)","IEP","1.447"
"National Average Price","2001M08","Ale - draught bar (1 pint)","IEP","2.409"
"National Average Price","2001M08","Cider - bar (330ml bottle)","IEP","2.727"
"National Average Price","2001M08","Plain cigarettes, standard size per 20 pk.","IEP","3.867"
"National Average Price","2001M08","Filtered cigarettes, standard size per 20 pk.","IEP","3.848"
"National Average Price","2001M08","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M08","Petrol - unleaded per ltr.","IEP","0.655"
"National Average Price","2001M08","Liquid petroleum gas per ltr.","IEP","0.51"
"National Average Price","2001M08","Diesel per ltr.","IEP","0.585"
"National Average Price","2001M09","Round steak per kg.","IEP","6.907"
"National Average Price","2001M09","Sirloin steak per kg.","IEP","9.865"
"National Average Price","2001M09","Rib steak per kg.","IEP","4.389"
"National Average Price","2001M09","Leg beef (boneless) per kg.","IEP","4.856"
"National Average Price","2001M09","Brisket pot roast per kg.","IEP","4.545"
"National Average Price","2001M09","Lamb whole leg per kg.","IEP","7.961"
"National Average Price","2001M09","Lamb loin chops per kg.","IEP","12.729"
"National Average Price","2001M09","Lamb gigot chops per kg.","IEP","7.96"
"National Average Price","2001M09","Lamb - neck per kg.","IEP",""
"National Average Price","2001M09","Lambs liver per kg.","IEP","4.046"
"National Average Price","2001M09","Whole leg of pork per kg.","IEP","4.552"
"National Average Price","2001M09","Pork loin chops per kg.","IEP","6.956"
"National Average Price","2001M09","Shoulder roast of pork per kg.","IEP","3.952"
"National Average Price","2001M09","Pork steak per kg.","IEP","8.876"
"National Average Price","2001M09","Best back rashers per kg.","IEP","8.361"
"National Average Price","2001M09","Streaky rashers per kg.","IEP","5.959"
"National Average Price","2001M09","Ham fillet per kg.","IEP","6.975"
"National Average Price","2001M09","Cooked ham per kg.","IEP","10.934"
"National Average Price","2001M09","Pork sausages per kg.","IEP","3.581"
"National Average Price","2001M09","Black pudding per kg.","IEP","3.684"
"National Average Price","2001M09","Fillet of whiting per kg.","IEP","6.07"
"National Average Price","2001M09","Cod cutlets per kg.","IEP","10.027"
"National Average Price","2001M09","Fillet of plaice per kg.","IEP","11.513"
"National Average Price","2001M09","Smoked kippers per kg.","IEP","5.144"
"National Average Price","2001M09","Potatoes per 5lbs","IEP","2.364"
"National Average Price","2001M09","Potatoes 10 kg.","IEP","5.926"
"National Average Price","2001M09","Tomatoes per kg.","IEP","1.762"
"National Average Price","2001M09","Onions per kg.","IEP","1.017"
"National Average Price","2001M09","Broccoli per kg.","IEP","2.3"
"National Average Price","2001M09","Carrots per kg.","IEP","1.012"
"National Average Price","2001M09","Mushrooms per kg.","IEP","3.217"
"National Average Price","2001M09","Fresh pasteurised milk per litre","IEP","0.656"
"National Average Price","2001M09","Irish cheddar per kg.","IEP","7.004"
"National Average Price","2001M09","Butter per lb.","IEP","1.575"
"National Average Price","2001M09","Large (size 2) eggs per dozen","IEP","1.923"
"National Average Price","2001M09","Medium (size 3) eggs per dozen","IEP","1.64"
"National Average Price","2001M09","Bread white sliced, large (800g)","IEP","0.81"
"National Average Price","2001M09","Bread brown sliced, large (800g)","IEP","0.908"
"National Average Price","2001M09","Bread white sliced, small (400g)","IEP","0.623"
"National Average Price","2001M09","White, plain flour per 2 kgs.","IEP","1"
"National Average Price","2001M09","White, self-raising flour per 2 kgs.","IEP","1.024"
"National Average Price","2001M09","Brown, wholemeal flour per 2 kgs.","IEP","1.029"
"National Average Price","2001M09","White granulated sugar per kg.","IEP","0.889"
"National Average Price","2001M09","Jam per lb.","IEP","1.212"
"National Average Price","2001M09","Honey per lb.","IEP","2.015"
"National Average Price","2001M09","Marmalade per lb.","IEP","1.169"
"National Average Price","2001M09","Stout - take home (6 x 250ml)","IEP","4.805"
"National Average Price","2001M09","Lager - take home (4 x 330ml)","IEP","5.627"
"National Average Price","2001M09","Ale - take home (6 x 250ml)","IEP","5.073"
"National Average Price","2001M09","Cider - take home ( 500ml can)","IEP","1.418"
"National Average Price","2001M09","Whiskey - take home (70cl bottle)","IEP","14.575"
"National Average Price","2001M09","Brandy - take home (70cl bottle)","IEP","19.367"
"National Average Price","2001M09","Vodka - take home (70cl bottle)","IEP","12.809"
"National Average Price","2001M09","Sherry - take home (75cl bottle)","IEP","8.64"
"National Average Price","2001M09","Stout - draught bar (1 pint)","IEP","2.378"
"National Average Price","2001M09","Lager - draught lounge (1/2 pint)","IEP","1.54"
"National Average Price","2001M09","Lager - draught lounge (1 pint)","IEP","2.628"
"National Average Price","2001M09","Lager - bottled bar (330ml bottle)","IEP","2.643"
"National Average Price","2001M09","Ale - draught bar (1/2 pint)","IEP","1.446"
"National Average Price","2001M09","Ale - draught bar (1 pint)","IEP","2.407"
"National Average Price","2001M09","Cider - bar (330ml bottle)","IEP","2.716"
"National Average Price","2001M09","Plain cigarettes, standard size per 20 pk.","IEP","3.871"
"National Average Price","2001M09","Filtered cigarettes, standard size per 20 pk.","IEP","3.848"
"National Average Price","2001M09","Leaded petrol per ltr.","IEP",""
"National Average Price","2001M09","Petrol - unleaded per ltr.","IEP","0.65"
"National Average Price","2001M09","Liquid petroleum gas per ltr.","IEP","0.511"
"National Average Price","2001M09","Diesel per ltr.","IEP","0.584"
"National Average Price","2001M10","Round steak per kg.","IEP","7.001"
"National Average Price","2001M10","Sirloin steak per kg.","IEP","10.084"
"National Average Price","2001M10","Rib steak per kg.","IEP","4.471"
"National Average Price","2001M10","Leg beef (boneless) per kg.","IEP","4.818"
"National Average Price","2001M10","Brisket pot roast per kg.","IEP","4.568"
"National Average Price","2001M10","Lamb whole leg per kg.","IEP","8.056"
"National Average Price","2001M10","Lamb loin chops per kg.","IEP","12.708"
"National Average Price","2001M10","Lamb gigot chops per kg.","IEP","7.968"
"National Average Price","2001M10","Lamb - neck per kg.","IEP",""
"National Average Price","2001M10","Lambs liver per kg.","IEP","4.043"
"National Average Price","2001M10","Whole leg of pork per kg.","IEP","4.577"
"National Average Price","2001M10","Pork loin chops per kg.","IEP","6.571"
"National Average Price","2001M10","Shoulder roast of pork per kg.","IEP","4.1"
"National Average Price","2001M10","Pork steak per kg.","IEP","9.378"
"National Average Price","2001M10","Best back rashers per kg.","IEP","8.318"
"National Average Price","2001M10","Streaky rashers per kg.","IEP","5.988"
"National Average Price","2001M10","Ham fillet per kg.","IEP","6.888"
"National Average Price","2001M10","Cooked ham per kg.","IEP","10.804"
"National Average Price","2001M10","Pork sausages per kg.","IEP","3.613"
"National Average Price","2001M10","Black pudding per kg.","IEP","3.702"
"National Average Price","2001M10","Fillet of whiting per kg.","IEP","6.218"
"National Average Price","2001M10","Cod cutlets per kg.","IEP","10.068"
"National Average Price","2001M10","Fillet of plaice per kg.","IEP","11.273"
"National Average Price","2001M10","Smoked kippers per kg.","IEP","5.132"
"National Average Price","2001M10","Potatoes per 5lbs","IEP","2.268"
"National Average Price","2001M10","Potatoes 10 kg.","IEP","5.351"
"National Average Price","2001M10","Tomatoes per kg.","IEP","1.853"
"National Average Price","2001M10","Onions per kg.","IEP","1.005"
"National Average Price","2001M10","Broccoli per kg.","IEP","2.204"
"National Average Price","2001M10","Carrots per kg.","IEP","1.045"
"National Average Price","2001M10","Mushrooms per kg.","IEP","3.291"
"National Average Price","2001M10","Fresh pasteurised milk per litre","IEP","0.67"
"National Average Price","2001M10","Irish cheddar per kg.","IEP","7.106"
"National Average Price","2001M10","Butter per lb.","IEP","1.575"
